A-n63-k10 RA KMEANS

energy,arcs,distance,time(ms)
61000.06257386835,[[0,32,13,26,38,4,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,23,61,7,24,0],[0,16,51,44,47,34,22,58,0],[0,33,39,45,1,41,9,2,14,0],[0,42,43,52,36,48,30,0],[0,54,60,46,21,0],[0,62,50,28,57,31,17,0],[0,11,12,6,27,35,8,0],[0,19,3,5,18,59,10,0]],inf,0.46065235137939453
61237.2153180823,[[0,32,13,26,4,38,20,0],[0,53,49,15,25,40,29,56,0],[0,55,24,7,61,23,37,0],[0,16,34,47,44,58,22,51,0],[0,33,45,39,1,41,2,9,14,0],[0,42,43,52,30,36,48,0],[0,54,60,46,21,0],[0,31,57,28,50,62,17,0],[0,11,12,6,35,27,8,0],[0,19,3,5,18,10,59,0]],inf,0.45599985122680664
63749.32296560967,[[0,32,4,38,26,13,20,0],[0,53,49,15,25,40,29,56,0],[0,37,55,23,61,7,24,0],[0,16,34,47,44,51,58,22,0],[0,33,45,39,1,41,9,2,14,0],[0,42,48,36,52,43,30,0],[0,54,60,46,21,0],[0,31,57,28,50,62,17,0],[0,11,8,35,27,6,12,0],[0,19,3,5,18,59,10,0]],inf,0.4620373249053955
60583.955817212416,[[0,32,38,4,26,13,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,23,61,7,24,0],[0,16,44,47,34,51,58,22,0],[0,33,9,2,41,1,39,45,14,0],[0,42,43,52,36,30,48,0],[0,54,60,46,21,0],[0,31,57,28,50,62,17,0],[0,11,6,12,35,27,8,0],[0,19,3,5,18,59,10,0]],inf,0.46200013160705566
61737.689978068476,[[0,32,13,26,38,4,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,23,61,7,24,0],[0,16,34,44,47,51,22,58,0],[0,33,45,39,1,41,2,9,14,0],[0,42,43,52,36,48,30,0],[0,54,60,46,21,0],[0,31,57,28,50,62,17,0],[0,11,8,35,27,6,12,0],[0,19,3,5,18,59,10,0]],inf,0.46800947189331055
64930.32481343139,[[0,32,38,4,26,13,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,61,23,7,24,0],[0,16,58,22,51,44,34,47,0],[0,33,2,9,41,1,45,39,14,0],[0,42,48,36,52,43,30,0],[0,54,60,46,21,0],[0,62,50,28,57,31,17,0],[0,11,8,35,27,6,12,0],[0,19,3,5,18,59,10,0]],inf,0.45999979972839355
62167.22418748989,[[0,32,13,26,38,4,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,61,23,24,7,0],[0,16,58,22,51,44,47,34,0],[0,33,9,2,41,1,39,45,14,0],[0,42,43,30,52,36,48,0],[0,54,60,46,21,0],[0,62,50,28,57,31,17,0],[0,11,6,12,8,27,35,0],[0,19,3,5,18,59,10,0]],inf,0.45799970626831055
60205.666800931336,[[0,32,13,26,4,38,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,23,61,7,24,0],[0,16,44,47,34,51,22,58,0],[0,45,39,33,9,2,41,1,14,0],[0,42,43,36,48,30,52,0],[0,54,60,46,21,0],[0,31,57,28,50,62,17,0],[0,11,6,12,35,27,8,0],[0,19,3,5,18,59,10,0]],inf,0.46800971031188965
61930.34915388949,[[0,32,13,26,38,4,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,61,23,7,24,0],[0,16,51,44,47,34,22,58,0],[0,33,9,2,41,1,39,45,14,0],[0,42,43,30,48,36,52,0],[0,54,60,46,21,0],[0,62,50,28,57,31,17,0],[0,11,6,8,35,27,12,0],[0,19,3,5,18,59,10,0]],inf,0.4600403308868408
61173.98592014789,[[0,32,13,26,38,4,20,0],[0,53,49,15,25,40,29,56,0],[0,55,37,23,61,7,24,0],[0,16,44,47,34,58,22,51,0],[0,33,9,2,41,1,14,39,45,0],[0,42,43,52,36,30,48,0],[0,54,60,46,21,0],[0,31,57,28,50,62,17,0],[0,11,12,6,27,35,8,0],[0,19,3,5,18,59,10,0]],inf,0.4530003070831299
