A-n64-k9 RA KMEDOIDS

energy,arcs,distance,time(ms)
60468.81977607642,[[0,23,9,62,3,15,0],[0,63,40,7,21,44,39,36,50,55,57,0],[0,18,22,38,29,25,0],[0,58,16,60,24,32,61,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.47899961471557617
61186.12875911373,[[0,23,9,62,3,15,0],[0,0,63,40,39,44,21,7,36,50,55,57,0],[0,22,18,38,29,25,0],[0,58,16,60,24,32,61,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.4740004539489746
61226.913289745666,[[0,9,23,62,3,15,0],[0,21,7,36,63,50,40,39,44,55,57,0],[0,18,22,38,29,25,0],[0,58,16,60,24,32,61,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.47899937629699707
60316.678681831596,[[0,23,9,62,3,15,0],[0,63,36,7,21,44,39,40,50,55,57,0],[0,22,18,38,29,25,0],[0,58,16,60,24,61,32,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.4930000305175781
62075.451345506975,[[0,3,9,23,62,15,0],[0,0,63,40,39,44,21,7,36,50,55,57,0],[0,22,18,38,29,25,0],[0,58,16,60,24,61,32,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.467998743057251
61413.758010233934,[[0,23,9,62,3,15,0],[0,0,63,40,39,44,21,7,36,50,55,57,0],[0,18,22,38,29,25,0],[0,58,16,60,24,61,32,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.48601269721984863
62761.66077750628,[[0,3,9,23,62,15,0],[0,0,63,21,7,36,39,44,40,50,55,57,0],[0,18,22,38,29,25,0],[0,58,32,16,60,24,61,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,26,35,27,14,49,37,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.47731637954711914
62517.875377353856,[[0,15,3,23,9,62,0],[0,0,63,36,39,44,21,7,40,50,55,57,0],[0,18,22,38,29,25,0],[0,32,58,16,60,24,61,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.480518102645874
61357.1214781939,[[0,3,9,23,62,15,0],[0,0,63,40,7,21,44,39,36,50,55,57,0],[0,18,22,38,29,25,0],[0,58,16,60,24,32,61,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.46909284591674805
61412.73712595815,[[0,23,9,62,3,15,0],[0,0,63,40,39,44,21,7,36,50,55,57,0],[0,18,22,38,29,25,0],[0,58,16,60,24,32,61,56,0],[0,59,31,5,4,19,20,0],[0,12,43,28,1,17,11,0],[0,10,41,52,13,42,33,45,6,0],[0,37,49,26,35,14,27,30,53,48,0],[0,8,46,47,2,54,34,51,0]],inf,0.47095441818237305
