CMT12 RA KMEDOIDS

energy,arcs,distance,time(ms)
105450.14253929051,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,85,88,89,90,0],[0,16,15,18,17,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,0,19,14,12,11,10,8,9,6,4,2,1,3,5,7,0],[0,36,39,38,37,33,47,45,44,40,41,42,43,0],[0,49,52,50,51,48,46,66,64,61,62,63,65,67,0],[0,35,31,32,34,29,30,28,27,25,24,22,0]],inf,1.0029995441436768
105983.15387632778,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,90,89,85,88,91,75,0],[0,16,15,18,17,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,0,19,14,12,11,10,8,9,6,4,2,1,3,5,7,0],[0,36,39,38,37,33,47,45,44,42,41,40,43,0],[0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,29,30,28,27,25,24,22,0]],inf,1.006000280380249
106434.46096289899,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,85,88,89,90,0],[0,17,18,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,10,11,9,8,6,4,2,1,3,5,7,0],[0,36,39,38,37,33,45,44,42,40,41,43,47,0],[0,0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,29,27,28,30,25,24,22,0]],inf,0.9979994297027588
106858.72426931602,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,85,88,89,90,0],[0,18,17,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,2,1,4,3,5,7,6,9,8,11,10,0],[0,36,39,38,37,33,45,44,42,41,40,43,47,0],[0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,29,30,28,27,25,24,22,0]],inf,0.999000072479248
106300.60672378178,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,88,85,89,90,0],[0,18,17,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,11,10,8,9,6,4,1,2,3,5,7,0],[0,0,36,39,38,37,33,47,43,41,40,44,45,42,0],[0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,29,30,28,27,25,24,22,0]],inf,1.0160002708435059
107214.6539251608,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,85,88,89,90,0],[0,17,18,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,11,10,8,9,6,4,3,5,1,2,7,0],[0,36,39,37,38,33,45,44,40,41,42,43,47,0],[0,0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,28,30,29,27,24,25,22,0]],inf,1.0027709007263184
105664.68183729461,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,85,88,89,90,0],[0,18,17,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,11,10,8,9,6,4,2,1,3,5,7,0],[0,36,39,38,37,33,45,44,40,41,42,43,47,0],[0,0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,29,30,28,27,25,24,22,0]],inf,1.0065484046936035
106802.9000639475,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,92,93,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,90,89,85,88,91,75,0],[0,17,18,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,11,10,8,9,6,4,1,2,7,3,5,0],[0,36,39,38,37,33,45,44,40,41,42,43,47,0],[0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,28,30,29,27,25,24,22,0]],inf,1.0020091533660889
106218.06330955369,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,85,88,89,90,0],[0,18,17,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,11,10,9,8,6,4,2,1,3,5,7,0],[0,39,37,38,36,33,47,45,44,42,40,41,43,0],[0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,29,30,28,27,25,24,22,0]],inf,1.0039513111114502
105898.23221996895,[[0,80,79,77,73,70,71,76,78,81,0],[0,99,100,97,93,92,94,95,96,98,0],[0,60,58,56,53,54,55,57,59,0],[0,75,91,88,85,89,90,0],[0,17,18,16,15,13,26,23,21,20,0],[0,82,83,84,86,87,74,72,68,69,0],[0,19,14,12,11,10,8,9,6,4,2,1,3,5,7,0],[0,37,38,39,36,33,47,45,44,40,41,42,43,0],[0,0,49,52,50,51,48,46,64,61,66,62,63,65,67,0],[0,35,31,32,34,29,30,28,27,25,24,22,0]],inf,1.0250000953674316
