A-n39-k5 RA KMEDOIDS

energy,arcs,distance,time(ms)
44141.606514184605,[[0,37,34,27,26,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,19,25,31,1,20,15,22,17,18,12,0]],inf,0.30299997329711914
44753.14774856511,[[0,37,27,26,34,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,19,25,17,31,1,20,15,22,12,18,0]],inf,0.2978520393371582
43812.76736483549,[[0,37,34,27,26,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,3,7,16,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,19,25,31,1,20,15,22,17,18,12,0]],inf,0.2969963550567627
44331.95764625429,[[0,34,37,27,26,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,19,25,31,20,1,15,22,17,18,12,0]],inf,0.2999999523162842
43965.12924647819,[[0,37,34,27,26,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,19,25,31,20,1,15,22,17,12,18,0]],inf,0.29399967193603516
44151.56218735744,[[0,37,34,27,26,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,22,25,19,31,1,20,15,17,12,18,0]],inf,0.3060007095336914
45526.20512712206,[[0,26,27,34,37,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,22,17,15,1,20,31,12,18,25,19,0]],inf,0.29799938201904297
43274.7362971809,[[0,37,34,27,26,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,19,25,31,1,20,22,15,17,18,12,0]],inf,0.29900026321411133
44275.71482227695,[[0,37,34,26,27,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,19,25,22,1,31,20,15,17,18,12,0]],inf,0.30700063705444336
44620.131294058185,[[0,37,34,27,26,24,32,38,0],[0,33,23,35,36,28,13,30,21,0],[0,16,7,3,2,10,5,29,0],[0,6,11,8,9,4,14,0],[0,22,20,31,1,15,17,18,12,25,19,0]],inf,0.2937278747558594
