A-n62-k8 RA KMEANS

energy,arcs,distance,time(ms)
62123.615892580936,[[0,50,17,58,33,26,55,59,0],[0,21,41,23,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,57,61,29,43,6,32,40,0],[0,27,39,24,3,42,45,0],[0,31,34,25,60,5,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,53,20,7,28,15,51,10,8,0]],inf,0.32399964332580566
61993.16716079637,[[0,50,17,58,33,26,55,59,0],[0,23,41,21,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,57,61,29,43,6,32,40,0],[0,45,27,39,24,3,42,0],[0,34,31,5,60,25,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,53,20,7,15,28,51,10,8,0]],inf,0.3190014362335205
59226.45139617837,[[0,50,17,58,33,26,55,59,0],[0,23,41,21,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,57,32,6,29,43,61,40,0],[0,45,27,39,24,3,42,0],[0,34,31,25,5,60,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,53,8,10,51,28,15,7,20,0]],inf,0.32199859619140625
59916.49190645348,[[0,50,58,17,33,26,55,59,0],[0,23,41,21,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,29,43,57,32,6,40,61,0],[0,27,39,3,42,24,45,0],[0,5,60,34,31,25,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,53,20,7,51,10,8,15,28,0]],inf,0.322009801864624
61555.80645126455,[[0,50,17,58,33,26,55,59,0],[0,54,47,23,41,21,4,49,11,9,0],[0,22,44,37,16,36,52,0],[0,57,6,32,43,29,61,40,0],[0,45,27,39,24,3,42,0],[0,34,31,60,5,25,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,53,20,7,28,15,51,10,8,0]],inf,0.33000802993774414
61655.45254679656,[[0,50,17,58,33,26,55,59,0],[0,23,41,21,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,57,32,6,43,29,61,40,0],[0,45,27,39,24,3,42,0],[0,34,31,60,5,25,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,53,20,28,15,7,51,10,8,0]],inf,0.32599925994873047
62541.31179730773,[[0,50,17,58,33,26,55,59,0],[0,23,41,21,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,57,43,29,61,32,6,40,0],[0,27,39,24,3,42,45,0],[0,34,31,60,5,25,1,46,30,18,0],[0,13,38,19,2,14,56,48,12,0],[0,35,53,20,7,15,28,51,10,8,0]],inf,0.32200002670288086
59300.64859774224,[[0,50,17,58,33,26,55,59,0],[0,23,41,21,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,57,61,29,43,6,32,40,0],[0,45,27,39,24,3,42,0],[0,34,31,60,5,25,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,53,51,10,8,7,20,28,15,0]],inf,0.331026554107666
60939.92136844351,[[0,50,17,58,33,26,55,59,0],[0,54,47,23,41,21,4,49,11,9,0],[0,22,44,37,16,36,52,0],[0,61,29,43,57,32,6,40,0],[0,27,39,24,3,42,45,0],[0,34,31,25,5,60,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,8,10,51,7,20,28,15,53,0]],inf,0.3170008659362793
61466.96080902718,[[0,50,58,17,33,26,55,59,0],[0,23,41,21,4,49,11,9,54,47,0],[0,22,44,37,16,36,52,0],[0,57,32,6,43,29,61,40,0],[0,27,39,24,3,42,45,0],[0,34,31,25,60,5,1,46,30,18,0],[0,2,19,38,13,14,56,48,12,0],[0,35,20,7,51,10,8,53,28,15,0]],inf,0.33099985122680664
