A-n62-k8 RA KMEDOIDS

energy,arcs,distance,time(ms)
61296.54462343975,[[0,57,50,17,58,33,59,0],[0,45,24,39,3,54,9,1,0],[0,2,44,22,37,16,0],[0,34,31,49,25,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,6,32,43,61,40,0],[0,46,30,18,19,38,13,14,48,12,53,0],[0,8,29,10,20,7,28,15,52,36,0]],inf,0.4869987964630127
61242.94050421241,[[0,57,50,17,58,33,59,0],[0,45,39,24,3,54,9,1,0],[0,22,2,44,37,16,0],[0,49,25,31,34,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,6,32,43,61,40,0],[0,46,30,18,19,38,13,14,48,12,53,0],[0,8,29,10,20,7,28,15,52,36,0]],inf,0.4850010871887207
59773.97987454254,[[0,57,50,17,58,33,59,0],[0,45,39,24,3,54,9,1,0],[0,22,44,2,37,16,0],[0,31,34,49,25,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,6,32,43,61,40,0],[0,46,30,18,19,38,13,14,48,12,53,0],[0,29,8,10,7,20,52,36,15,28,0]],inf,0.4850127696990967
60756.75549588491,[[0,57,50,17,58,33,59,0],[0,45,24,39,3,54,9,1,0],[0,2,44,22,37,16,0],[0,49,25,31,34,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,6,32,43,61,40,0],[0,46,30,18,19,38,13,14,48,12,53,0],[0,52,36,29,8,10,20,7,28,15,0]],inf,0.4874918460845947
60759.11602818673,[[0,57,50,17,58,33,59,0],[0,45,24,39,3,54,9,1,0],[0,2,44,22,37,16,0],[0,49,25,31,34,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,43,32,6,40,61,0],[0,14,13,18,30,46,19,38,12,48,53,0],[0,8,29,10,20,7,28,15,52,36,0]],inf,0.4889514446258545
59613.30269857674,[[0,57,50,17,58,33,59,0],[0,45,24,39,3,54,9,1,0],[0,2,44,22,37,16,0],[0,34,31,49,25,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,6,32,43,61,40,0],[0,14,18,30,46,19,38,13,12,48,53,0],[0,8,29,10,7,20,36,52,15,28,0]],inf,0.486922025680542
62315.927541842146,[[0,57,50,17,58,33,59,0],[0,45,3,24,39,54,9,1,0],[0,2,44,22,37,16,0],[0,31,34,49,25,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,32,6,40,61,43,0],[0,46,30,18,14,13,38,19,12,48,53,0],[0,8,29,10,7,20,28,15,52,36,0]],inf,0.48399901390075684
61565.847997669516,[[0,57,50,17,58,33,59,0],[0,45,24,39,3,54,9,1,0],[0,2,44,22,37,16,0],[0,49,25,31,34,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,6,32,43,40,61,0],[0,46,30,18,14,13,19,38,12,48,53,0],[0,8,29,10,20,7,28,15,36,52,0]],inf,0.5070009231567383
60119.96837742287,[[0,57,50,17,58,33,59,0],[0,45,24,39,3,54,9,1,0],[0,22,44,2,37,16,0],[0,31,34,49,25,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,26,55,6,32,43,61,40,0],[0,13,14,18,30,46,19,38,48,12,53,0],[0,36,52,29,8,10,7,20,15,28,0]],inf,0.49899959564208984
61441.03558917293,[[0,57,50,17,58,33,59,0],[0,45,9,54,39,24,3,1,0],[0,2,44,22,37,16,0],[0,34,31,49,25,60,5,56,51,0],[0,11,4,21,41,23,27,47,42,0],[0,35,55,26,43,32,6,40,61,0],[0,46,30,18,19,38,13,14,48,12,53,0],[0,8,29,10,20,7,28,15,52,36,0]],inf,0.49000096321105957
