A-n63-k9 RA KMEDOIDS

energy,arcs,distance,time(ms)
76667.5445549623,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,58,32,14,40,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,47,4,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,54,20,25,13,16,7,56,0],[0,52,6,17,22,28,10,12,0]],inf,0.4526829719543457
75718.55488483878,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,32,58,14,40,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,4,47,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,54,13,20,25,16,7,56,0],[0,10,52,6,17,22,28,12,0]],inf,0.4530000686645508
76178.20329812578,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,14,40,58,32,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,47,4,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,54,13,25,20,16,7,56,0],[0,10,6,52,17,22,28,12,0]],inf,0.4649994373321533
76669.89586963988,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,21,40,14,58,32,35,17,22,0],[0,53,50,57,62,3,61,0],[0,8,24,48,36,49,34,0],[0,55,52,47,4,18,43,23,39,0],[0,11,33,15,56,19,26,0],[0,16,60,13,54,25,20,7,0],[0,37,6,28,10,12,44,0]],inf,0.5810015201568604
78827.85121656673,[[0,51,46,1,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,32,58,14,40,21,0],[0,53,57,62,3,61,60,0],[0,8,24,48,36,49,34,0],[0,55,39,23,47,4,18,43,0],[0,15,44,33,11,19,26,0],[0,54,13,20,25,7,16,56,0],[0,52,6,17,22,28,10,12,0]],inf,0.4549999237060547
76479.01634375668,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,32,58,14,40,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,47,4,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,16,7,25,13,54,20,56,0],[0,52,6,17,22,28,10,12,0]],inf,0.4599125385284424
75950.09964675034,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,32,58,14,40,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,47,4,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,16,25,13,54,20,7,56,0],[0,52,6,17,22,28,10,12,0]],inf,0.4629995822906494
76559.46535712421,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,14,40,58,32,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,47,4,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,54,20,25,13,16,7,56,0],[0,52,6,17,22,28,10,12,0]],inf,0.472001314163208
75045.55588504917,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,32,58,14,40,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,47,4,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,16,13,54,20,25,7,56,0],[0,52,6,17,22,28,10,12,0]],inf,0.46399879455566406
76660.91137143437,[[0,51,1,46,31,38,9,42,41,0],[0,59,27,45,5,2,30,29,0],[0,37,35,50,32,58,14,40,21,0],[0,53,57,62,3,61,60,0],[0,24,8,48,36,49,34,0],[0,55,47,4,18,43,23,39,0],[0,15,44,33,11,19,26,0],[0,54,13,20,25,7,16,56,0],[0,52,6,17,22,28,10,12,0]],inf,0.4500000476837158
