A-n45-k7 RA KMEANS

energy,arcs,distance,time(ms)
54539.53143686231,[[0,36,30,19,29,31,0],[0,1,37,42,23,25,15,0],[0,24,11,43,3,28,6,0],[0,8,38,16,17,10,9,35,0],[0,22,21,34,26,4,2,39,0],[0,40,20,7,18,13,32,12,0],[0,41,27,44,33,5,14,0]],inf,0.1744227409362793
53187.19916907195,[[0,30,31,29,36,19,0],[0,1,37,42,23,25,15,0],[0,24,11,43,3,28,6,0],[0,8,38,16,17,10,9,35,0],[0,22,21,2,4,26,34,39,0],[0,40,20,7,18,13,32,12,0],[0,41,27,44,33,5,14,0]],inf,0.17455244064331055
54723.71581006258,[[0,36,29,31,19,30,0],[0,1,37,42,23,25,15,0],[0,6,28,3,43,11,24,0],[0,8,38,16,17,10,9,35,0],[0,22,21,26,34,4,2,39,0],[0,20,40,7,18,13,32,12,0],[0,41,27,44,33,5,14,0]],inf,0.17299890518188477
54411.12938112942,[[0,36,29,31,19,30,0],[0,1,37,42,23,25,15,0],[0,24,11,43,3,28,6,0],[0,8,38,16,17,10,9,35,0],[0,22,21,26,34,4,2,39,0],[0,40,20,7,18,13,32,12,0],[0,41,5,14,27,33,44,0]],inf,0.18199992179870605
55021.39756015006,[[0,19,29,31,36,30,0],[0,1,37,42,23,25,15,0],[0,24,11,43,3,28,6,0],[0,10,17,16,38,8,9,35,0],[0,22,21,4,26,34,39,2,0],[0,40,7,20,18,13,32,12,0],[0,41,27,5,33,44,14,0]],inf,0.17599987983703613
54287.01481247295,[[0,36,29,31,19,30,0],[0,1,37,42,15,25,23,0],[0,24,11,43,3,28,6,0],[0,8,38,16,17,10,9,35,0],[0,22,21,34,26,4,2,39,0],[0,40,20,7,18,13,32,12,0],[0,41,14,5,27,33,44,0]],inf,0.1770000457763672
54144.622282364246,[[0,36,29,31,19,30,0],[0,1,37,42,15,25,23,0],[0,24,43,11,3,28,6,0],[0,8,38,16,17,10,9,35,0],[0,22,21,39,26,34,4,2,0],[0,20,7,40,18,13,32,12,0],[0,5,41,27,33,44,14,0]],inf,0.17099976539611816
54109.786374823874,[[0,36,29,31,19,30,0],[0,1,37,42,23,25,15,0],[0,24,11,43,3,28,6,0],[0,8,38,16,17,10,9,35,0],[0,22,21,34,26,4,2,39,0],[0,12,40,7,20,18,13,32,0],[0,41,27,5,33,44,14,0]],inf,0.17800068855285645
54060.57850896717,[[0,29,19,31,36,30,0],[0,1,37,42,23,25,15,0],[0,24,11,43,3,28,6,0],[0,8,16,38,17,10,9,35,0],[0,22,21,34,26,4,2,39,0],[0,12,40,20,7,18,13,32,0],[0,5,14,41,27,33,44,0]],inf,0.18091225624084473
53916.39919267561,[[0,19,29,31,36,30,0],[0,1,37,42,23,25,15,0],[0,24,11,43,3,28,6,0],[0,8,38,16,17,10,9,35,0],[0,22,21,4,2,34,26,39,0],[0,12,20,7,40,18,13,32,0],[0,41,27,5,44,33,14,0]],inf,0.17599987983703613
