A-n69-k9 FA KMEDOIDS

energy,arcs,distance,time(ms)
45209.52268322998,[[0,49,33,2,64,61,21,67,7,28,0],[0,58,66,6,30,9,53,18,31,19,0],[0,36,1,48,16,50,37,54,26,43,0],[0,38,5,46,63,11,42,57,0],[0,40,59,8,39,56,62,0],[0,35,45,20,41,68,12,22,0],[0,14,10,17,32,52,24,0],[0,25,47,4,60,55,65,27,34,0],[0,29,13,44,15,3,51,23,0]],1349.0331034348453,36.21055865287781
44104.94159457383,[[0,58,66,68,38,40,29,12,22,0,0],[0,6,45,35,44,23,0],[0,49,33,2,64,61,21,67,7,28,0],[0,41,20,59,8,39,56,62,0],[0,14,26,16,52,43,24,19,0],[0,36,1,48,50,37,5,46,54,0],[0,10,32,17,63,11,42,57,0],[0,25,47,4,60,55,65,27,34,0],[0,13,15,3,51,30,9,53,18,31,0]],1307.2221508934902,37.23237442970276
44700.57608903918,[[0,6,51,30,9,53,18,31,0],[0,10,17,36,1,48,62,24,0],[0,35,45,20,41,68,12,22,0],[0,59,13,3,15,44,23,19,0],[0,7,14,47,4,60,55,65,27,34,0],[0,49,33,2,64,61,21,67,28,0],[0,26,54,63,37,5,46,42,57,0],[0,25,11,32,50,16,52,43,0],[0,29,40,8,56,39,38,66,58,0]],1345.7101341046944,36.13849711418152
43163.27077239717,[[0,6,44,15,3,51,30,9,53,18,31,0],[0,10,17,32,37,5,26,43,24,0],[0,41,20,45,35,13,23,19,0],[0,25,14,47,4,60,55,65,27,0],[0,49,33,2,64,61,21,67,7,0],[0,63,46,54,57,42,34,28,0],[0,40,59,8,39,56,62,0],[0,58,66,68,38,29,12,22,0],[0,11,36,1,48,16,50,52,0]],1289.7757722456304,39.532851457595825
44968.22883782109,[[0,30,6,41,45,35,13,44,15,3,51,0],[0,40,38,39,56,62,0],[0,8,59,20,68,66,12,22,58,19,0],[0,29,1,10,32,17,37,5,46,54,0],[0,49,33,9,23,53,18,31,0],[0,2,34,21,61,64,67,7,0],[0,26,48,16,50,52,43,24,0],[0,25,14,47,4,60,55,65,27,0],[0,36,63,11,42,57,28,0]],1390.7988024301812,40.133214473724365
46064.03124095014,[[0,1,48,16,50,17,32,37,26,0,0],[0,41,20,59,8,38,40,29,12,22,0],[0,33,15,3,51,30,9,53,18,31,19,0],[0,25,57,42,14,21,61,64,67,0],[0,2,45,35,44,23,0],[0,49,7,47,4,60,55,65,27,34,0],[0,10,36,39,56,62,0],[0,11,63,46,5,54,52,43,0],[0,6,13,68,66,58,24,28,0]],1519.1355426644768,36.76661729812622
45079.28055169278,[[0,4,47,25,63,11,57,42,14,34,28,0],[0,45,35,13,68,12,22,0],[0,49,33,61,67,64,53,18,31,19,0],[0,6,41,20,59,8,39,38,29,0],[0,58,66,40,56,62,43,24,0],[0,36,1,48,16,50,52,0],[0,26,10,32,17,37,5,46,54,0],[0,2,7,21,60,55,65,27,0],[0,9,30,51,3,15,44,23,0]],1368.7237992399598,39.37479829788208
46355.25533420306,[[0,6,44,15,3,51,30,9,53,18,31,0],[0,11,41,39,38,40,29,12,22,0],[0,49,33,2,64,61,67,27,34,28,0],[0,10,1,36,17,32,50,37,54,0],[0,14,42,57,58,23,19,0],[0,25,63,46,5,52,43,0],[0,8,59,20,45,35,13,68,66,0],[0,7,21,47,4,60,55,65,0],[0,26,16,48,56,62,24,0]],1393.6510759224639,39.185266971588135
45999.466462907745,[[0,29,36,1,48,16,50,37,5,54,0],[0,8,59,20,41,68,66,58,12,22,0,0],[0,40,38,39,56,62,0],[0,45,35,13,44,15,3,51,0],[0,25,46,26,52,43,24,19,0],[0,49,33,61,64,67,21,27,34,0],[0,2,7,14,47,4,60,55,65,28,0],[0,10,32,17,63,11,42,57,0],[0,6,30,9,23,53,18,31,0]],1371.971236856274,38.22571325302124
44640.91015915179,[[0,14,25,37,5,46,54,26,43,24,0],[0,49,33,2,64,61,21,67,7,28,0],[0,32,17,63,11,42,57,0],[0,41,20,45,35,13,23,0],[0,6,44,15,3,51,30,9,53,18,31,0],[0,40,36,1,48,16,50,52,0],[0,39,56,62,29,12,19,0],[0,10,47,4,60,55,65,27,34,0],[0,59,8,38,68,66,58,22,0]],1396.724843396876,36.17480444908142
