A-n69-k9 RA KMEANS

energy,arcs,distance,time(ms)
52006.356162388794,[[0,39,38,40,56,62,0],[0,14,47,4,60,55,65,27,34,0],[0,9,30,23,53,18,31,19,0],[0,25,42,57,11,63,46,5,54,26,0],[0,6,51,3,15,44,13,66,52,0],[0,48,1,17,10,32,37,50,16,0],[0,49,33,2,64,61,67,21,7,0],[0,36,8,59,41,20,45,35,68,0],[0,58,22,12,29,43,24,28,0]],inf,0.326000452041626
50941.41970524723,[[0,40,38,39,56,62,0],[0,14,47,4,60,55,65,27,34,0],[0,9,30,23,53,18,31,19,0],[0,25,42,57,11,63,46,5,54,26,0],[0,13,6,51,3,15,44,66,52,0],[0,48,1,17,10,32,37,50,16,0],[0,49,33,2,64,61,21,67,7,0],[0,36,8,59,20,45,35,41,68,0],[0,58,22,12,29,43,24,28,0]],inf,0.33500075340270996
51612.21071350422,[[0,56,39,38,40,62,0],[0,34,14,4,47,60,55,65,27,0],[0,9,30,23,53,18,31,19,0],[0,25,11,63,46,5,26,54,57,42,0],[0,6,51,3,15,44,13,66,52,0],[0,17,10,32,1,48,16,50,37,0],[0,49,33,2,64,61,21,67,7,0],[0,36,8,59,41,20,45,35,68,0],[0,43,29,12,22,58,24,28,0]],inf,0.3269994258880615
51875.51093533338,[[0,38,40,39,56,62,0],[0,14,47,4,60,55,65,27,34,0],[0,30,9,53,18,31,23,19,0],[0,25,11,63,46,5,54,26,57,42,0],[0,6,51,3,15,44,13,66,52,0],[0,48,1,32,10,17,37,50,16,0],[0,49,33,2,64,61,67,21,7,0],[0,36,8,59,41,20,45,35,68,0],[0,58,22,12,29,43,24,28,0]],inf,0.34799981117248535
51053.80684033704,[[0,40,38,39,56,62,0],[0,14,47,4,60,55,65,27,34,0],[0,30,9,31,18,53,23,19,0],[0,25,57,42,11,63,46,5,54,26,0],[0,6,51,3,15,44,13,66,52,0],[0,48,1,17,10,32,37,50,16,0],[0,49,33,2,64,61,21,67,7,0],[0,36,8,59,41,20,45,35,68,0],[0,43,29,12,22,58,24,28,0]],inf,0.3279998302459717
52220.00197481617,[[0,38,40,39,56,62,0],[0,34,14,47,4,60,55,65,27,0],[0,9,30,31,18,53,23,19,0],[0,25,11,63,46,5,54,26,57,42,0],[0,13,6,51,3,15,44,66,52,0],[0,17,10,32,1,48,16,50,37,0],[0,49,33,2,64,61,67,21,7,0],[0,36,8,59,41,20,45,35,68,0],[0,58,22,12,29,43,24,28,0]],inf,0.33500027656555176
51651.47512566465,[[0,40,38,39,56,62,0],[0,14,47,4,60,55,65,27,34,0],[0,9,30,23,53,18,31,19,0],[0,25,11,63,46,5,54,26,57,42,0],[0,6,51,3,15,44,13,66,52,0],[0,1,48,17,10,32,37,50,16,0],[0,49,33,2,64,61,67,21,7,0],[0,36,8,59,41,20,35,45,68,0],[0,29,12,58,22,43,24,28,0]],inf,0.34399962425231934
51251.3878494589,[[0,38,40,39,56,62,0],[0,14,47,4,60,55,65,27,34,0],[0,9,30,23,53,18,31,19,0],[0,25,11,63,46,5,54,26,57,42,0],[0,6,51,3,15,44,13,66,52,0],[0,17,10,32,1,48,16,50,37,0],[0,49,33,2,64,61,21,67,7,0],[0,36,8,59,41,20,45,35,68,0],[0,58,22,12,29,43,24,28,0]],inf,0.3480091094970703
51554.66563249263,[[0,56,39,38,40,62,0],[0,34,14,47,4,60,55,65,27,0],[0,30,9,23,53,18,31,19,0],[0,25,11,63,46,5,26,54,57,42,0],[0,6,51,3,15,44,13,66,52,0],[0,48,1,17,10,32,37,50,16,0],[0,49,33,2,64,61,21,67,7,0],[0,36,8,59,41,20,45,35,68,0],[0,58,22,12,29,43,24,28,0]],inf,0.32899975776672363
51436.99897746414,[[0,38,40,39,56,62,0],[0,14,47,4,60,55,65,27,34,0],[0,30,9,23,53,18,31,19,0],[0,25,11,63,46,5,54,26,57,42,0],[0,6,51,3,15,44,13,66,52,0],[0,48,1,17,10,32,37,50,16,0],[0,33,49,2,21,61,64,67,7,0],[0,36,8,59,20,41,45,35,68,0],[0,29,43,12,22,58,24,28,0]],inf,0.3380253314971924
