CMT7 RA KMEANS

energy,arcs,distance,time(ms)
78044.04566265417,[[0,13,14,11,66,53,0],[0,62,22,64,42,43,1,73,33,0],[0,51,6,68,75,4,67,26,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,71,60,70,20,37,5,0],[0,7,35,8,19,54,52,34,46,0],[0,3,44,50,32,9,40,0],[0,31,10,65,38,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,74,28,61,69,36,47,21,0]],inf,0.999000072479248
77611.00065345298,[[0,13,14,11,66,53,0],[0,1,43,42,64,22,62,73,33,0],[0,68,6,51,26,67,4,75,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,20,70,60,71,37,5,0],[0,54,19,35,7,8,52,46,34,0],[0,3,44,50,32,9,40,0],[0,31,65,38,10,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,21,47,36,69,61,28,74,0]],inf,1.0090405941009521
78179.89667873806,[[0,13,11,66,14,53,0],[0,62,22,64,42,43,1,73,33,0],[0,68,6,51,26,67,4,75,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,37,20,70,60,71,5,0],[0,7,35,8,19,54,52,46,34,0],[0,50,3,44,32,9,40,0],[0,31,38,65,10,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,47,36,69,61,21,28,74,0]],inf,1.0146143436431885
76749.64476980138,[[0,13,14,66,11,53,0],[0,62,22,64,42,43,1,73,33,0],[0,51,6,68,75,4,67,26,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,37,71,60,70,20,5,0],[0,7,35,8,19,54,52,46,34,0],[0,50,3,44,32,9,40,0],[0,31,65,38,10,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,69,36,47,21,61,28,74,0]],inf,0.9982402324676514
78372.6583302094,[[0,13,14,11,66,53,0],[0,62,22,64,42,43,1,73,33,0],[0,68,6,51,26,67,4,75,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,37,20,70,60,71,5,0],[0,52,54,19,35,7,8,46,34,0],[0,50,3,44,32,9,40,0],[0,31,10,65,38,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,21,47,36,69,61,28,74,0]],inf,0.9990088939666748
77301.44382856514,[[0,13,14,66,11,53,0],[0,62,22,64,42,43,1,73,33,0],[0,68,6,51,26,67,4,75,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,20,70,60,71,37,5,0],[0,54,19,35,7,8,46,52,34,0],[0,50,3,44,32,9,40,0],[0,31,38,65,10,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,47,36,69,61,21,74,28,0]],inf,0.996333122253418
77963.1792896312,[[0,13,14,66,11,53,0],[0,62,22,64,42,43,1,73,33,0],[0,68,6,51,26,67,4,75,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,71,60,70,20,37,5,15,57,0],[0,7,35,8,19,54,52,46,34,0],[0,44,3,50,32,9,40,0],[0,31,65,38,10,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,74,28,61,69,36,47,21,0]],inf,1.0000004768371582
77315.54057135507,[[0,13,14,66,11,53,0],[0,62,22,64,42,43,1,73,33,0],[0,51,6,68,75,4,67,26,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,20,70,60,71,37,5,0],[0,54,19,35,7,8,52,34,46,0],[0,3,44,50,32,9,40,0],[0,65,38,31,10,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,74,21,47,36,69,61,28,0]],inf,1.0089998245239258
77544.59840903938,[[0,13,11,66,14,53,0],[0,1,43,42,64,22,62,73,33,0],[0,68,6,51,26,67,4,75,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,20,70,60,71,37,5,0],[0,8,7,35,19,54,52,46,34,0],[0,3,44,50,32,9,40,0],[0,31,65,38,10,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,69,36,47,21,61,28,74,0]],inf,0.999000072479248
76598.16730714125,[[0,13,14,66,11,53,0],[0,62,22,64,42,43,1,73,33,0],[0,51,6,68,75,4,67,26,0],[0,55,18,24,49,23,56,41,63,16,0],[0,59,57,15,71,60,70,20,37,5,0],[0,54,19,35,7,8,52,34,46,0],[0,44,3,50,32,9,40,0],[0,65,31,10,38,58,72,39,12,0],[0,17,27,45,29,48,30,2,0],[0,25,61,69,36,47,21,74,28,0]],inf,1.0030088424682617
