A-n53-k7 RA KMEANS

energy,arcs,distance,time(ms)
47806.51421561404,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,4,1,3,33,20,6,31,51,0],[0,34,11,52,13,21,0],[0,24,30,44,29,49,10,26,40,0],[0,50,36,18,38,35,8,27,0]],inf,0.6810016632080078
47943.259257167156,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,7,22,28,12,45,2,37,46,0],[0,15,4,1,51,31,6,20,33,3,0],[0,11,52,13,34,21,0],[0,24,44,30,29,49,10,26,40,0],[0,36,50,18,38,35,27,8,0]],inf,0.6979987621307373
48157.876437647756,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,4,1,51,31,20,6,33,3,0],[0,34,11,52,13,21,0],[0,24,30,44,49,29,10,26,40,0],[0,50,36,18,38,35,8,27,0]],inf,0.689000129699707
48115.36378381117,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,4,1,31,51,3,33,6,20,0],[0,34,11,52,13,21,0],[0,24,49,29,40,26,10,44,30,0],[0,36,50,18,38,35,27,8,0]],inf,0.6800265312194824
48308.90390980378,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,7,22,28,12,45,2,37,46,0],[0,15,4,1,51,31,20,6,33,3,0],[0,34,11,52,13,21,0],[0,24,30,44,29,49,10,26,40,0],[0,50,36,18,38,35,27,8,0]],inf,0.676999568939209
48567.23416604397,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,4,1,51,31,20,6,33,3,0],[0,34,11,52,13,21,0],[0,24,30,44,49,29,10,26,40,0],[0,36,50,38,18,35,27,8,0]],inf,0.695000410079956
48553.22748748895,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,4,1,51,31,20,6,33,3,0],[0,34,11,13,52,21,0],[0,24,30,44,49,29,10,26,40,0],[0,36,50,18,38,35,8,27,0]],inf,0.6780104637145996
48157.876437647756,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,4,1,51,31,20,6,33,3,0],[0,34,11,52,13,21,0],[0,24,30,44,49,29,10,26,40,0],[0,50,36,18,38,35,8,27,0]],inf,0.6825132369995117
47237.890505845484,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,3,4,1,51,31,20,6,33,0],[0,34,11,52,13,21,0],[0,24,30,44,49,29,10,26,40,0],[0,50,36,18,38,35,8,27,0]],inf,0.6889998912811279
47226.2703734927,[[0,16,32,19,23,43,42,48,0],[0,25,39,5,14,41,17,9,47,0],[0,22,28,7,12,45,2,37,46,0],[0,15,3,1,4,51,31,6,20,33,0],[0,34,11,52,13,21,0],[0,24,30,44,29,49,10,26,40,0],[0,50,36,18,38,35,8,27,0]],inf,0.684999942779541
