A-n53-k7 RA KMEDOIDS

energy,arcs,distance,time(ms)
48312.928424720856,[[0,15,19,32,16,23,43,42,0],[0,47,39,5,3,33,20,0],[0,11,41,24,17,9,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,25,14,13,52,34,21,0],[0,44,30,51,31,6,18,8,27,0],[0,36,50,48,45,2,37,46,0]],inf,0.41899776458740234
48782.68353768469,[[0,15,19,32,16,23,43,42,0],[0,47,39,5,3,33,20,0],[0,24,41,11,9,17,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,25,52,13,34,21,14,0],[0,6,31,30,44,18,8,27,51,0],[0,36,50,45,48,2,37,46,0]],inf,0.39800143241882324
47805.046239440315,[[0,15,19,32,16,23,43,42,0],[0,47,39,5,3,33,20,0],[0,24,41,11,17,9,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,14,13,52,34,21,25,0],[0,18,44,30,8,27,51,6,31,0],[0,36,50,48,45,2,37,46,0]],inf,0.3939974308013916
47681.06371553308,[[0,15,19,16,32,23,43,42,0],[0,47,39,5,3,33,20,0],[0,11,41,24,17,9,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,14,13,52,34,21,25,0],[0,6,18,44,30,8,27,51,31,0],[0,36,50,48,45,2,37,46,0]],inf,0.4010012149810791
48233.89746090155,[[0,15,19,23,32,16,42,43,0],[0,47,39,5,3,33,20,0],[0,24,41,11,9,17,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,25,52,13,34,21,14,0],[0,18,44,30,51,27,8,6,31,0],[0,36,50,48,45,2,37,46,0]],inf,0.40000224113464355
47658.53705004276,[[0,15,19,32,16,23,43,42,0],[0,47,39,5,3,33,20,0],[0,24,41,11,17,9,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,25,14,13,52,34,21,0],[0,18,44,30,51,31,6,27,8,0],[0,36,50,48,45,2,37,46,0]],inf,0.4009976387023926
47761.93353225858,[[0,15,19,32,16,23,43,42,0],[0,47,39,5,3,33,20,0],[0,24,9,41,11,17,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,25,14,13,52,34,21,0],[0,6,18,44,30,8,27,51,31,0],[0,36,50,45,48,2,37,46,0]],inf,0.39800238609313965
47774.89947890478,[[0,15,19,32,16,23,43,42,0],[0,47,39,5,3,33,20,0],[0,11,41,24,17,9,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,14,13,52,34,21,25,0],[0,30,44,18,6,31,27,8,51,0],[0,36,50,45,48,2,37,46,0]],inf,0.3919973373413086
48318.8946187656,[[0,15,19,32,16,23,43,42,0],[0,47,39,5,3,33,20,0],[0,24,41,11,17,9,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,25,14,13,52,34,21,0],[0,31,6,18,44,30,8,27,51,0],[0,36,50,48,45,37,2,46,0]],inf,0.40010762214660645
47171.62921662557,[[0,15,19,32,16,23,43,42,0],[0,20,47,39,3,5,33,0],[0,24,41,11,17,9,7,12,22,28,4,0],[0,49,29,10,26,40,38,35,0],[0,1,25,14,13,52,34,21,0],[0,6,18,44,30,8,27,51,31,0],[0,36,50,48,45,2,37,46,0]],inf,0.39600062370300293
