A-n60-k9 RA KMEANS

energy,arcs,distance,time(ms)
58836.66790737283,[[0,37,42,5,54,10,45,0],[0,30,49,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,31,28,21,4,11,14,0],[0,29,7,59,38,19,52,18,0],[0,44,40,46,25,3,20,16,41,0],[0,26,15,39,50,55,35,0],[0,34,6,24,58,23,47,0]],inf,0.426999568939209
59079.41753841341,[[0,37,54,10,5,42,45,0],[0,49,30,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,31,28,21,4,11,14,0],[0,29,7,59,38,19,52,18,0],[0,44,40,46,25,3,20,16,41,0],[0,26,15,55,35,39,50,0],[0,34,6,24,58,23,47,0]],inf,0.430999755859375
58612.248000330845,[[0,37,54,10,5,45,42,0],[0,49,30,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,28,31,21,4,11,14,0],[0,19,7,29,59,38,52,18,0],[0,44,40,3,46,25,16,20,41,0],[0,26,15,39,50,35,55,0],[0,58,24,6,34,23,47,0]],inf,0.42600226402282715
59091.711515597446,[[0,37,42,45,5,54,10,0],[0,30,49,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,31,28,21,4,11,14,0],[0,29,7,59,38,52,19,18,0],[0,44,40,46,3,25,20,16,41,0],[0,26,15,50,39,35,55,0],[0,34,6,24,58,23,47,0]],inf,0.4320087432861328
58181.62061915893,[[0,37,10,54,5,45,42,0],[0,49,30,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,31,28,21,4,11,14,0],[0,19,29,7,59,38,52,18,0],[0,44,40,46,3,25,16,20,41,0],[0,15,26,39,50,55,35,0],[0,34,6,24,58,23,47,0]],inf,0.4220094680786133
58814.20849853318,[[0,37,10,54,5,45,42,0],[0,49,30,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,31,28,21,4,11,14,0],[0,29,7,38,59,19,52,18,0],[0,44,40,46,25,3,20,16,41,0],[0,26,15,50,39,55,35,0],[0,34,6,24,58,23,47,0]],inf,0.42000746726989746
58909.15183603186,[[0,37,10,54,5,45,42,0],[0,30,49,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,28,31,21,4,11,14,0],[0,19,38,7,29,59,52,18,0],[0,44,40,3,46,25,16,20,41,0],[0,26,50,39,15,55,35,0],[0,34,6,24,58,23,47,0]],inf,0.42661333084106445
59345.53707461853,[[0,37,42,10,54,5,45,0],[0,49,30,36,48,22,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,31,28,21,4,11,14,0],[0,29,7,59,38,19,52,18,0],[0,44,40,46,3,25,20,16,41,0],[0,50,39,26,15,55,35,0],[0,34,6,24,58,23,47,0]],inf,0.4360005855560303
59010.719700011614,[[0,37,54,10,5,42,45,0],[0,30,49,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,28,31,21,4,11,14,0],[0,7,29,19,59,38,52,18,0],[0,44,3,46,40,25,20,16,41,0],[0,50,39,26,15,55,35,0],[0,34,6,24,58,23,47,0]],inf,0.42500877380371094
58866.84199288737,[[0,37,54,5,10,42,45,0],[0,30,49,36,22,48,1,2,0],[0,27,17,57,8,13,33,0],[0,32,9,51,12,56,43,0],[0,53,31,28,21,4,11,14,0],[0,29,7,19,38,59,52,18,0],[0,44,40,46,25,3,20,16,41,0],[0,26,39,50,15,55,35,0],[0,34,6,24,58,23,47,0]],inf,0.4280097484588623
