A-n60-k9 RA KMEDOIDS

energy,arcs,distance,time(ms)
64128.55084234863,[[0,54,5,42,45,58,0],[0,36,10,22,48,57,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,18,16,20,3,21,4,11,40,46,25,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.43000078201293945
66517.65665064487,[[0,54,5,42,45,58,0],[0,48,36,10,22,57,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,18,3,11,4,21,40,46,25,20,16,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.42599940299987793
62809.6772883698,[[0,54,5,42,45,58,0],[0,57,36,10,22,48,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,16,20,3,21,4,11,40,46,25,18,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.43599987030029297
63700.97507876436,[[0,5,54,42,45,58,0],[0,57,22,10,36,48,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,3,16,20,18,21,4,11,40,46,25,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.4180006980895996
64185.130363034434,[[0,5,54,42,45,58,0],[0,36,10,22,48,57,0],[0,50,15,27,17,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,18,16,20,3,21,4,11,40,46,25,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.421999454498291
65708.46604922345,[[0,5,54,42,45,58,0],[0,22,10,36,48,57,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,0,3,20,16,4,21,11,40,46,25,18,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.437000036239624
64778.22372867227,[[0,5,54,42,45,58,0],[0,10,22,36,48,57,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,18,16,20,3,21,4,11,40,46,25,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.437999963760376
65238.85739947404,[[0,54,5,42,45,58,0],[0,22,10,36,48,57,0],[0,50,15,27,17,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,18,16,20,46,40,21,4,11,3,25,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.4309995174407959
62975.736654469016,[[0,5,54,42,45,58,0],[0,57,36,10,22,48,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,18,20,16,46,40,11,4,21,3,25,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.43200087547302246
62720.75763105575,[[0,5,54,42,45,58,0],[0,57,36,10,22,48,0],[0,50,15,17,27,8,13,7,0],[0,32,9,51,12,56,43,0],[0,30,53,49,44,59,0],[0,33,38,19,35,39,23,47,14,0],[0,18,16,20,3,46,40,4,21,11,25,0],[0,37,29,26,55,52,41,0],[0,1,24,2,28,31,6,34,0]],inf,0.434999942779541
