CMT8 FA KMEANS

energy,arcs,distance,time(ms)
92284.59190726274,[[0,7,19,64,49,36,47,48,82,8,45,83,18,0],[0,54,55,4,39,56,75,74,72,73,21,40,58,53,0],[0,50,78,34,35,9,71,65,66,20,30,70,1,69,0],[0,2,42,15,43,14,44,16,100,37,98,85,99,96,0],[0,24,25,67,23,22,41,57,87,97,94,6,89,0],[0,51,81,33,79,29,80,68,3,77,76,12,28,0],[0,26,52,88,62,11,63,90,32,10,31,27,0],[0,60,46,17,91,38,86,61,84,5,93,59,92,95,13,0]],967.0144391715869,87.18223977088928
96457.81494498934,[[0,46,8,57,15,43,14,91,98,85,93,59,99,96,89,0],[0,55,25,67,39,56,75,22,74,72,73,21,40,58,53,0],[0,10,62,19,11,64,49,36,47,48,7,52,0],[0,60,83,45,17,38,44,86,16,61,84,5,6,0],[0,63,90,50,3,79,29,24,54,80,68,12,26,28,0],[0,33,78,34,35,65,71,66,20,32,30,1,69,27,0],[0,4,23,41,2,92,37,100,42,87,97,95,94,13,0],[0,18,82,88,31,70,51,9,81,77,76,0]],1021.3566640195044,84.10806202888489
90033.46874076193,[[0,7,19,11,62,10,90,32,30,70,31,88,52,0],[0,56,23,22,41,15,57,2,87,97,13,58,53,0],[0,78,34,35,65,66,71,9,81,79,3,77,76,0],[0,92,60,83,84,17,86,16,61,5,99,96,95,94,0],[0,63,64,49,36,46,45,8,47,48,82,18,89,0],[0,29,24,54,55,25,67,39,4,75,74,72,73,21,40,0],[0,42,43,38,14,44,91,100,37,98,85,93,59,6,0],[0,69,1,20,51,33,50,68,80,12,26,28,27,0]],958.2790928842433,84.84721207618713
95048.6914674194,[[0,55,2,57,15,41,23,56,75,22,74,72,73,21,40,53,0],[0,46,17,84,5,61,16,37,92,98,85,93,59,99,96,0],[0,32,66,65,71,35,34,78,81,9,51,30,70,69,0],[0,52,1,50,76,79,3,77,68,80,12,28,27,0],[0,10,90,63,64,49,36,47,19,11,62,88,31,0],[0,60,83,45,8,82,48,7,18,89,6,94,95,13,0],[0,42,43,14,38,86,44,91,100,97,87,58,0],[0,20,33,29,24,25,67,39,4,54,26,0]],1004.7468267899026,85.11532616615295
96800.44201903325,[[0,83,17,91,42,43,15,57,2,87,97,92,37,100,98,99,96,0],[0,20,66,32,90,63,64,49,36,47,48,82,0],[0,41,22,74,72,73,21,40,58,13,95,94,6,89,0],[0,24,55,25,67,23,75,56,39,4,54,26,53,0],[0,9,71,65,35,34,78,81,33,51,30,70,31,88,52,0],[0,1,50,76,29,79,3,77,68,80,12,28,0],[0,69,10,62,11,19,7,8,45,84,61,5,60,18,27,0],[0,46,38,14,44,86,16,85,93,59,0]],999.8084379356901,82.7529194355011
91338.22978579869,[[0,46,17,84,83,60,5,98,37,100,91,85,93,59,99,96,0],[0,7,11,64,49,36,47,48,19,62,88,31,0],[0,15,43,38,44,14,42,87,97,95,94,13,58,0],[0,92,2,57,41,23,56,75,22,74,72,73,21,40,26,0],[0,70,10,63,90,32,30,20,51,81,79,3,77,76,0],[0,52,18,82,8,45,86,16,61,6,89,27,0],[0,24,29,78,34,35,65,66,71,9,33,50,1,69,0],[0,55,25,67,39,4,54,80,68,12,28,53,0]],966.3482544936802,85.12949299812317
93070.09768947297,[[0,0,24,55,67,23,56,75,22,74,72,73,21,40,58,53,0],[0,2,57,42,100,91,16,61,85,59,99,96,89,0],[0,88,7,46,36,64,49,19,47,48,82,18,52,0],[0,41,15,43,38,86,44,14,87,97,95,94,0],[0,70,71,66,20,30,32,90,63,11,62,10,31,69,0],[0,1,51,9,78,80,68,77,3,79,81,33,50,76,0],[0,65,35,34,29,25,39,4,54,12,26,28,27,0],[0,6,84,17,45,8,83,60,5,93,98,37,92,13,0]],1004.3246524715252,85.80149102210999
92051.36804253946,[[0,0,70,46,83,60,18,82,8,45,17,84,5,93,59,99,96,6,89,0],[0,92,100,91,61,85,98,37,87,97,95,94,13,0],[0,24,55,25,67,23,56,75,22,74,72,73,21,40,53,0],[0,30,20,51,81,33,79,3,77,76,50,1,69,0],[0,29,78,34,9,35,65,71,66,32,90,10,88,31,0],[0,41,15,43,38,86,16,44,14,42,57,2,58,0],[0,62,19,11,63,64,49,36,47,48,7,52,27,0],[0,39,4,54,80,68,12,26,28,0]],962.861239172239,88.47924447059631
92968.08243661441,[[0,32,90,63,11,19,47,48,62,88,31,27,0],[0,7,64,49,36,46,45,8,82,18,83,84,5,60,89,0],[0,4,25,55,54,24,29,68,80,12,26,40,58,13,0],[0,6,17,38,86,16,91,100,98,59,99,96,95,94,0],[0,41,23,67,39,56,75,22,74,72,73,21,0],[0,52,70,66,65,71,9,81,33,79,3,77,76,0],[0,2,57,15,43,42,14,44,61,85,93,37,92,97,87,0],[0,78,34,35,51,20,30,10,69,1,50,28,53,0]],979.6044738198174,77.85560512542725
90839.5913817153,[[0,2,57,15,41,23,56,75,22,74,72,73,21,40,53,0],[0,50,1,30,51,9,81,33,79,3,77,76,0],[0,60,83,17,84,5,61,16,91,37,97,92,98,85,93,99,96,6,0],[0,18,36,46,45,8,82,48,47,19,62,88,52,89,0],[0,42,43,38,86,44,14,100,59,95,94,0],[0,24,55,25,67,39,4,54,26,58,87,13,0],[0,7,64,49,11,63,90,32,10,31,69,27,0],[0,70,20,66,65,71,35,34,78,29,68,80,12,28,0]],953.3077363369937,84.20104312896729
