A-n80-k10 RA KMEDOIDS

energy,arcs,distance,time(ms)
93630.08869222627,[[0,18,28,14,10,7,21,0],[0,4,32,22,76,79,0],[0,35,65,47,56,55,9,54,33,15,41,25,46,64,0],[0,37,2,34,11,24,6,23,0],[0,63,1,51,42,13,40,0],[0,71,74,69,45,50,72,73,0],[0,68,27,31,17,39,29,5,44,12,0],[0,58,38,67,70,66,53,36,49,0],[0,48,52,8,16,43,26,19,57,75,20,78,30,0],[0,61,59,62,60,3,77,0]],inf,0.7144896984100342
92153.82885045966,[[0,18,28,14,10,7,21,0],[0,4,32,22,76,79,0],[0,35,65,47,56,55,9,54,33,15,41,25,46,64,0],[0,34,11,2,37,24,6,23,0],[0,63,51,42,13,1,40,0],[0,69,71,74,72,45,50,73,0],[0,68,27,5,44,12,29,17,31,39,0],[0,58,38,67,70,66,53,36,49,0],[0,52,48,8,43,16,26,19,75,20,57,78,30,0],[0,61,59,62,60,3,77,0]],inf,0.6979999542236328
92997.86671863415,[[0,14,18,28,10,7,21,0],[0,4,32,22,76,79,0],[0,35,65,47,56,55,9,54,33,15,41,25,46,64,0],[0,11,37,2,34,24,6,23,0],[0,63,1,51,42,13,40,0],[0,71,69,50,45,72,74,73,0],[0,68,27,17,31,39,29,5,44,12,0],[0,58,38,70,67,53,66,36,49,0],[0,48,52,8,16,43,57,26,19,75,20,78,30,0],[0,61,62,59,60,3,77,0]],inf,0.69700026512146
92383.95295355647,[[0,18,28,14,10,7,21,0],[0,4,32,22,76,79,0],[0,35,65,47,56,15,33,54,9,55,41,25,46,64,0],[0,11,34,37,2,24,6,23,0],[0,63,51,42,13,1,40,0],[0,71,74,69,45,50,72,73,0],[0,68,27,17,31,39,29,5,44,12,0],[0,58,38,70,67,53,66,36,49,0],[0,52,48,8,43,16,57,26,19,75,20,78,30,0],[0,62,61,59,60,3,77,0]],inf,0.6979999542236328
90259.71360745434,[[0,14,18,28,10,7,21,0],[0,79,4,32,22,76,0],[0,65,35,47,56,15,33,54,9,55,41,25,46,64,0],[0,37,2,34,11,24,6,23,0],[0,63,51,42,13,1,40,0],[0,69,71,74,72,50,45,73,0],[0,68,27,17,31,39,29,5,44,12,0],[0,70,67,58,38,66,53,36,49,0],[0,52,48,8,43,16,57,19,26,75,20,78,30,0],[0,61,59,62,60,3,77,0]],inf,0.674999475479126
94147.97315328267,[[0,14,18,28,10,7,21,0],[0,4,32,22,76,79,0],[0,0,65,35,47,56,54,9,55,33,15,41,25,46,64,0],[0,11,34,2,37,24,6,23,0],[0,63,51,42,13,1,40,0],[0,71,74,69,72,50,45,73,0],[0,68,27,17,31,39,29,5,44,12,0],[0,70,67,58,38,66,53,36,49,0],[0,48,52,8,16,43,57,19,26,75,20,78,30,0],[0,62,59,61,60,3,77,0]],inf,0.6830000877380371
92949.02662581555,[[0,14,18,28,10,7,21,0],[0,4,32,22,76,79,0],[0,35,65,56,47,15,33,54,9,55,41,25,46,64,0],[0,11,34,2,37,24,6,23,0],[0,63,1,51,42,13,40,0],[0,71,74,69,45,50,72,73,0],[0,27,68,39,31,17,29,5,44,12,0],[0,58,38,67,70,66,53,36,49,0],[0,52,48,8,43,16,26,19,57,20,75,78,30,0],[0,61,62,59,60,3,77,0]],inf,0.6779999732971191
91176.75488766197,[[0,14,18,28,10,7,21,0],[0,79,4,32,22,76,0],[0,35,65,47,56,55,9,54,33,15,41,25,46,64,0],[0,34,2,37,6,24,11,23,0],[0,63,51,42,13,1,40,0],[0,71,74,69,45,50,72,73,0],[0,68,27,17,31,39,29,5,44,12,0],[0,58,38,67,70,66,53,36,49,0],[0,52,48,8,43,16,57,26,19,20,75,78,30,0],[0,62,61,59,60,3,77,0]],inf,0.6720008850097656
94680.03696506067,[[0,18,28,14,10,7,21,0],[0,4,32,22,76,79,0],[0,35,65,47,56,55,9,54,33,15,41,25,46,64,0],[0,37,2,34,11,24,6,23,0],[0,63,1,51,42,13,40,0],[0,69,50,45,72,74,71,73,0],[0,68,27,5,44,12,29,17,31,39,0],[0,58,38,67,70,66,53,36,49,0],[0,52,48,8,43,16,57,26,19,75,20,78,30,0],[0,61,62,59,60,3,77,0]],inf,0.6769990921020508
92030.04953407611,[[0,14,18,28,10,7,21,0],[0,4,32,22,76,79,0],[0,0,65,35,47,56,15,33,54,9,55,41,25,46,64,0],[0,11,34,37,2,24,6,23,0],[0,63,51,42,13,1,40,0],[0,69,71,74,72,50,45,73,0],[0,68,27,31,17,39,29,5,44,12,0],[0,58,38,67,70,66,53,36,49,0],[0,48,52,8,43,16,57,19,26,75,20,78,30,0],[0,61,59,62,60,3,77,0]],inf,0.6775517463684082
