A-n80-k10 FA KMEDOIDS

energy,arcs,distance,time(ms)
67830.95761355737,[[0,8,37,2,24,62,1,0],[0,32,22,45,50,58,38,0],[0,68,78,30,6,23,44,12,13,0],[0,47,26,19,57,75,20,59,5,0],[0,4,9,54,72,76,70,67,66,73,49,0],[0,33,55,15,41,25,46,64,53,36,0],[0,43,16,61,27,29,74,77,51,42,0],[0,35,65,69,56,31,17,60,39,3,0],[0,14,34,28,11,63,7,40,0],[0,18,48,79,52,71,10,21,0]],2137.930581441444,58.19143795967102
69687.66219361889,[[0,78,24,34,79,28,71,10,1,0],[0,57,75,20,27,17,5,44,12,0],[0,0,35,26,43,16,68,61,59,29,74,0],[0,72,4,32,22,45,76,70,67,66,0],[0,56,41,25,46,60,39,42,0],[0,14,18,48,52,11,63,21,0],[0,47,69,55,9,54,50,58,38,0],[0,15,33,64,31,3,77,51,53,36,73,49,0],[0,65,19,30,62,7,40,0],[0,8,37,2,6,23,13,0]],2267.1401282969136,57.32647132873535
69378.1836715828,[[0,33,34,79,28,52,71,10,7,0],[0,78,43,16,68,8,6,23,62,0],[0,24,30,59,27,29,74,3,51,0],[0,26,69,41,25,46,31,17,13,0],[0,0,72,4,32,45,50,58,38,49,0],[0,14,18,48,11,63,21,40,0],[0,35,56,9,55,15,64,39,77,42,0],[0,54,22,76,70,66,67,53,36,73,0],[0,2,37,5,44,12,1,0],[0,65,47,19,57,61,75,20,60,0]],2249.9194471338465,57.505850076675415
70068.90448694974,[[0,4,9,54,72,76,70,67,66,53,36,0],[0,47,15,33,64,3,77,51,42,13,73,49,0],[0,32,22,45,50,58,38,0],[0,35,69,19,25,31,17,29,5,44,12,0],[0,43,16,68,78,30,6,24,23,62,0],[0,26,61,57,75,20,59,0],[0,65,56,55,41,46,39,60,74,0],[0,14,52,11,7,21,40,0],[0,18,48,79,28,71,10,0],[0,27,8,37,2,34,63,1,0]],2234.1738450924963,60.2767698764801
69504.2711211044,[[0,37,2,34,11,63,7,0],[0,54,72,22,45,50,76,70,67,66,0],[0,52,30,29,3,77,51,42,13,0],[0,64,25,20,59,27,5,44,12,0],[0,4,32,58,38,53,36,73,49,0],[0,65,69,56,47,19,57,75,31,17,74,0],[0,33,9,55,15,41,46,60,39,0],[0,68,8,6,24,21,40,0],[0,14,18,48,79,28,71,10,0],[0,35,26,43,16,61,78,23,62,1,0]],2153.2434981427473,59.8700270652771
68763.73926261759,[[0,31,47,69,56,41,25,46,60,74,0],[0,8,37,2,24,6,23,0],[0,26,19,57,75,20,59,27,29,0],[0,14,48,79,28,71,10,7,0],[0,43,16,61,17,39,3,77,51,0],[0,34,18,52,11,63,21,40,0],[0,9,72,76,58,38,73,49,0],[0,54,4,32,22,45,50,70,67,66,0],[0,35,68,78,30,5,44,12,62,1,0],[0,65,15,55,33,64,53,36,42,13,0]],2281.368418328199,57.960862159729004
69787.91102155612,[[0,0,34,8,37,2,79,28,52,0],[0,43,16,57,61,59,27,29,0],[0,65,69,56,41,25,46,64,53,36,0],[0,14,71,10,7,1,21,40,0],[0,47,15,33,31,17,74,3,51,73,49,0],[0,68,78,30,6,24,23,5,44,12,0],[0,35,26,19,75,20,60,39,77,42,0],[0,4,32,22,45,50,70,67,66,0],[0,18,48,11,63,62,13,0],[0,55,9,54,72,76,58,38,0]],2167.462347885521,56.834797620773315
69122.62663395473,[[0,8,37,2,24,62,1,0],[0,33,15,55,9,54,72,76,50,58,38,0],[0,43,57,75,20,60,3,77,51,13,0],[0,35,65,69,56,41,25,46,64,39,53,0],[0,18,71,10,7,21,40,0],[0,4,32,22,45,70,66,67,36,0],[0,34,14,48,79,28,52,11,63,0],[0,26,19,5,29,42,73,49,0],[0,47,68,78,30,6,23,44,12,0],[0,16,61,59,27,31,17,74,0]],2244.513580975763,53.2561981678009
69096.3024470938,[[0,35,26,19,41,25,46,60,39,0],[0,65,69,56,55,9,54,72,70,66,67,36,0],[0,4,76,53,42,73,49,0],[0,34,37,2,24,6,23,13,0],[0,15,64,31,17,5,29,74,3,77,51,0],[0,47,43,16,61,78,30,62,1,40,0],[0,8,52,28,71,10,7,21,0],[0,68,57,75,20,59,27,44,12,0],[0,33,32,22,45,50,58,38,0],[0,14,18,48,79,11,63,0]],2223.427346629853,58.86726522445679
70303.38909529164,[[0,47,26,19,57,75,20,59,27,29,0],[0,33,72,50,76,70,66,67,53,36,42,0],[0,24,52,14,71,10,7,21,40,0],[0,43,16,61,78,30,6,23,5,0],[0,35,65,69,56,41,25,46,60,39,51,0],[0,54,4,22,45,32,58,38,0],[0,68,8,37,2,34,11,1,0],[0,18,48,79,28,63,0],[0,9,74,3,77,73,49,0],[0,55,15,64,31,17,44,12,62,13,0]],2196.651291274253,53.91235709190369
