CMT3 FA KMEANS

energy,arcs,distance,time(ms)
90848.97321170727,[[0,2,57,92,96,99,93,85,98,37,59,95,94,0],[0,55,25,67,39,23,56,75,22,74,72,73,21,40,0],[0,17,45,8,46,19,11,64,49,36,47,48,82,52,0],[0,42,91,16,61,84,5,60,83,18,89,6,13,58,53,0],[0,1,35,65,71,66,20,51,9,81,33,50,28,0],[0,4,41,15,43,38,86,44,14,100,97,87,0],[0,7,88,62,10,63,90,32,30,70,31,69,27,0],[0,54,24,29,34,78,79,3,77,76,68,80,12,26,0]],946.510927000802,77.11384010314941
92283.0707407987,[[0,17,46,36,64,10,30,20,51,9,81,33,50,1,69,27,0],[0,31,88,62,7,8,45,84,61,16,85,93,96,0],[0,91,38,86,44,100,37,98,59,94,13,0],[0,6,92,42,43,14,97,95,99,5,60,83,18,89,0,0],[0,56,41,15,57,87,2,22,75,74,72,73,21,40,58,53,0],[0,23,67,39,4,54,80,68,12,26,0],[0,25,55,24,29,65,66,71,35,34,78,79,3,77,76,28,0],[0,70,32,90,63,11,19,49,47,48,82,52,0]],1018.5966711381444,83.12439107894897
88701.9391863855,[[0,29,24,67,23,56,75,22,74,72,73,21,40,58,0],[0,78,34,35,65,71,9,81,33,79,3,77,76,28,0],[0,69,52,7,18,60,83,8,45,84,5,98,92,59,99,96,6,89,0],[0,17,46,36,49,64,32,90,63,11,19,47,48,82,0],[0,15,43,14,44,16,91,100,37,87,97,95,94,0],[0,2,41,57,42,38,86,61,85,93,13,0],[0,55,25,39,4,54,80,68,12,26,53,0],[0,1,50,51,66,20,30,70,10,62,88,31,27,0]],970.5457220883363,86.93594741821289
92742.67246270514,[[0,60,83,8,46,45,17,84,5,61,85,98,37,92,59,99,96,6,0],[0,24,4,67,23,75,22,74,72,73,21,40,58,0],[0,52,7,19,11,64,49,36,47,48,82,18,89,0],[0,91,100,69,1,50,33,81,79,3,68,80,12,28,0],[0,41,57,15,43,38,14,44,86,16,93,13,53,0],[0,66,65,71,35,34,78,29,77,76,0],[0,42,56,39,25,55,54,26,2,87,97,95,94,0],[0,70,51,9,20,30,32,90,63,10,62,88,31,27,0]],1005.7427776458225,82.4329047203064
94980.80774389171,[[0,7,60,83,45,8,46,36,49,64,63,10,62,88,31,0],[0,69,50,29,24,55,25,4,54,12,80,68,79,3,77,76,0],[0,84,17,91,38,14,44,86,16,61,85,98,92,97,0],[0,70,32,90,11,19,47,48,82,18,52,27,0],[0,78,34,35,65,71,66,20,30,51,9,81,33,1,0],[0,21,40,89,6,96,99,5,93,59,95,94,0],[0,41,23,67,39,56,75,22,74,72,73,53,0,0],[0,2,57,15,43,42,100,37,87,13,58,26,28,0]],977.609063671556,73.9348452091217
90156.18979589776,[[0,6,97,92,98,37,100,91,85,93,99,59,95,13,0],[0,57,42,14,44,86,16,61,84,5,96,94,0],[0,25,55,54,24,29,79,3,77,76,68,80,12,28,0],[0,60,83,46,36,49,11,19,47,48,82,18,89,0],[0,52,7,64,70,30,20,51,9,81,33,50,1,69,27,0],[0,8,45,17,38,43,15,41,22,75,74,72,73,21,40,58,53,0],[0,87,2,56,23,67,39,4,26,0],[0,78,34,35,65,71,66,32,90,63,10,62,88,31,0]],950.1008830532758,81.70680332183838
92157.7618602501,[[0,88,90,51,78,34,35,71,9,81,33,79,3,77,76,28,0],[0,29,24,55,25,67,23,75,74,72,73,21,40,58,53,0],[0,84,17,45,8,46,48,7,82,18,83,5,60,89,0],[0,0,70,63,64,49,36,47,19,11,62,10,31,69,27,0],[0,54,2,15,43,42,14,44,100,85,93,99,96,0],[0,65,66,20,32,30,1,50,68,80,12,26,0],[0,4,39,56,22,41,57,87,97,95,94,13,0],[0,52,91,38,86,16,61,98,37,92,59,6,0]],1011.5444318739188,84.21677541732788
93493.44687512956,[[0,92,17,84,83,60,5,61,85,98,93,59,99,96,89,0],[0,6,2,73,74,4,25,55,54,24,29,68,80,12,26,40,58,0],[0,42,43,38,86,44,14,100,37,95,94,13,0],[0,57,15,41,23,67,39,56,75,22,72,21,53,0],[0,78,34,35,65,71,9,81,33,79,3,77,76,0],[0,7,45,46,36,49,64,11,63,90,32,10,62,88,31,0],[0,87,97,91,16,8,47,19,48,82,18,52,27,0],[0,69,51,66,20,30,70,1,50,28,0]],974.642359322648,79.04270577430725
96146.66281364937,[[0,0,69,1,50,76,77,3,79,29,24,54,80,68,12,26,0],[0,17,46,36,64,63,90,32,10,31,88,62,19,48,82,0],[0,78,34,35,51,70,30,20,66,65,71,9,81,33,27,0],[0,55,25,67,23,56,39,4,21,40,58,0],[0,42,43,14,44,91,100,37,98,93,59,92,97,95,94,0],[0,52,7,11,49,47,8,45,84,5,60,83,18,89,0],[0,38,86,16,61,85,99,96,6,53,28,0],[0,57,15,41,22,75,74,72,73,2,87,13,0]],985.4080322660823,88.9410560131073
92264.1569073429,[[0,2,41,67,23,75,22,74,72,73,21,40,58,53,0],[0,6,84,17,61,44,14,98,85,99,96,59,97,95,0],[0,52,7,88,70,30,51,34,78,79,3,77,76,0],[0,42,57,15,43,38,86,16,91,100,37,87,13,94,0],[0,32,90,63,11,64,49,36,48,82,18,89,0],[0,29,24,55,25,39,56,4,54,80,68,12,26,28,0],[0,92,93,5,60,83,45,8,46,47,19,62,10,31,0],[0,20,66,65,35,71,9,81,33,50,1,69,27,0]],951.164658947553,81.36336255073547
