CMT3 RA KMEANS

energy,arcs,distance,time(ms)
107567.54452166508,[[0,0,88,62,11,19,49,64,63,90,32,10,70,31,0],[0,67,73,21,4,55,54,12,26,40,58,13,53,27,0],[0,36,17,84,5,61,16,44,43,91,85,93,99,94,0],[0,25,24,29,68,80,79,3,77,76,50,1,69,28,0],[0,87,42,14,86,100,37,98,92,95,97,59,96,6,0],[0,7,52,60,83,8,45,46,47,48,82,18,89,0],[0,38,15,57,2,41,22,74,75,56,23,39,72,0],[0,20,66,65,71,35,34,78,81,33,9,51,30,0]],inf,1.3285715579986572
108886.68737435748,[[0,70,10,90,32,63,64,49,19,11,62,88,31,0],[0,67,21,73,4,55,54,12,26,40,58,13,53,27,0],[0,0,36,17,84,5,99,93,85,91,61,16,44,43,94,0],[0,25,24,29,79,3,77,80,68,76,50,1,69,28,0],[0,86,14,42,87,97,95,92,98,37,100,59,96,6,0],[0,52,60,83,8,45,46,47,48,82,7,18,89,0],[0,38,15,57,2,74,22,41,75,23,39,56,72,0],[0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3270092010498047
107999.43667093656,[[0,64,49,19,11,63,90,32,70,10,62,88,31,0],[0,67,55,4,54,12,26,21,73,40,58,13,53,27,0],[0,36,84,17,61,16,44,43,99,93,85,91,5,94,0],[0,25,24,29,79,3,68,80,77,76,50,1,69,28,0],[0,42,14,86,100,37,98,92,95,97,87,59,96,6,0],[0,60,18,83,8,45,46,47,48,82,7,52,89,0],[0,38,15,57,2,74,41,22,75,56,39,23,72,0],[0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3449337482452393
111971.32251457631,[[0,0,11,19,49,64,63,90,32,70,10,62,88,31,0],[0,67,21,73,4,55,54,12,26,40,58,13,53,27,0],[0,0,36,17,84,5,16,44,91,99,94,43,85,61,93,0],[0,25,24,29,68,80,3,79,77,76,50,1,69,28,0],[0,86,14,42,87,97,95,92,37,98,100,59,96,6,0],[0,7,52,60,83,8,45,46,47,48,82,18,89,0],[0,38,15,57,2,41,22,74,75,56,39,23,72,0],[0,0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3750083446502686
109539.99739701368,[[0,64,49,19,11,63,90,32,10,62,88,31,70,0],[0,73,21,67,4,55,54,12,26,40,58,13,53,27,0],[0,36,17,84,5,61,16,91,44,43,94,99,93,85,0],[0,25,24,29,80,68,77,3,79,76,50,1,69,28,0],[0,86,14,42,100,37,98,59,92,97,87,95,96,6,0],[0,7,52,60,83,8,45,46,47,48,82,18,89,0],[0,38,15,57,2,41,22,74,75,56,39,23,72,0],[0,0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3650004863739014
111113.71816776984,[[0,64,49,19,11,63,90,32,70,10,62,88,31,0],[0,67,55,54,4,73,21,12,26,40,58,13,53,27,0],[0,36,5,84,17,61,16,99,93,85,91,44,43,94,0],[0,25,24,29,80,68,76,77,3,79,50,1,69,28,0],[0,86,14,42,100,37,98,92,59,97,87,95,96,6,0],[0,18,60,83,8,45,46,47,48,82,7,52,89,0],[0,0,38,15,57,2,41,22,75,56,39,23,74,72,0],[0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3352329730987549
110454.17149011069,[[0,64,49,19,11,63,90,32,70,10,62,88,31,0],[0,4,67,73,21,55,54,12,26,40,58,13,53,27,0],[0,36,17,84,5,99,93,85,91,61,16,44,43,94,0],[0,25,24,29,79,3,77,68,80,76,50,1,69,28,0],[0,86,14,42,87,97,95,92,98,37,100,59,96,6,0],[0,18,60,83,8,45,46,47,48,82,7,52,89,0],[0,38,15,57,2,41,22,74,75,56,39,23,72,0],[0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3470001220703125
112388.12263227743,[[0,32,90,63,11,64,49,19,62,10,70,31,88,0],[0,67,55,4,21,73,13,58,40,54,12,26,53,27,0],[0,36,17,84,5,99,93,85,91,61,16,44,43,94,0],[0,25,24,29,79,3,77,68,80,76,50,1,69,28,0],[0,98,37,100,86,14,42,87,97,95,92,59,96,6,0],[0,18,60,83,8,45,46,47,48,82,7,52,89,0],[0,2,57,15,38,41,75,56,39,23,22,74,72,0],[0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3468601703643799
112128.34217564843,[[0,64,49,19,11,63,90,32,10,62,88,31,70,0],[0,26,12,54,4,55,67,73,21,40,58,13,53,27,0],[0,0,36,17,84,5,93,99,91,85,61,16,44,43,94,0],[0,25,24,29,79,3,77,80,68,76,50,1,69,28,0],[0,86,14,42,87,97,92,100,37,98,59,95,96,6,0],[0,18,60,83,8,45,46,47,48,82,7,52,89,0],[0,2,57,15,38,41,75,56,39,23,22,74,72,0],[0,78,34,35,71,65,66,20,30,51,9,81,33,0]],inf,1.3557605743408203
110516.11637862069,[[0,88,62,11,19,49,64,63,90,32,10,70,31,0],[0,55,67,4,54,12,26,21,73,40,58,13,53,27,0],[0,0,36,99,94,43,44,91,85,61,16,17,84,5,93,0],[0,25,24,29,79,3,77,80,68,76,50,1,69,28,0],[0,97,87,42,14,86,100,37,98,92,59,96,95,6,0],[0,18,60,83,8,45,46,47,48,82,7,52,89,0],[0,38,15,57,2,41,22,74,75,56,39,23,72,0],[0,78,34,35,65,71,66,20,30,51,9,81,33,0]],inf,1.3380002975463867
