A-n37-k6 FA KMEDOIDS

energy,arcs,distance,time(ms)
34963.90641404833,[[0,0,1,33,5,3,8,20,6,14,0],[0,23,28,2,9,31,34,0],[0,12,22,11,10,26,17,4,18,0],[0,27,25,15,30,13,16,0],[0,21,19,36,29,24,0],[0,32,35,7,0]],1159.0904733975678,10.518052577972412
34858.72213459041,[[0,2,21,19,31,34,18,0],[0,27,32,35,25,0],[0,1,33,5,3,8,20,6,14,0],[0,12,23,10,26,17,4,7,16,0],[0,28,9,36,29,24,0],[0,22,11,15,30,13,0]],1233.320970090881,9.23315715789795
35139.94981484679,[[0,5,36,29,24,16,7,0,0],[0,27,32,35,25,0],[0,23,22,10,26,19,17,18,0],[0,1,9,33,3,8,20,6,0],[0,28,2,21,31,34,14,0],[0,12,11,15,30,13,4,0]],1195.776066574386,10.527912616729736
34698.42260600454,[[0,28,2,21,9,19,31,4,0],[0,12,23,22,11,10,26,17,18,0],[0,33,5,3,8,20,6,14,0],[0,27,32,15,30,13,0],[0,1,34,36,29,24,0],[0,25,35,7,16,0]],1095.6021901229103,10.52862548828125
35667.94926831845,[[0,28,23,22,11,10,26,34,0],[0,32,15,30,13,18,0],[0,1,5,3,8,20,6,14,0],[0,12,27,35,25,16,0],[0,33,2,21,9,19,31,0],[0,17,4,7,24,29,36,0]],1127.6439096426266,10.01302719116211
34877.06546124416,[[0,1,33,5,3,8,20,6,14,0],[0,12,22,11,10,26,19,31,0],[0,23,28,2,21,9,34,18,0],[0,17,4,36,29,24,0],[0,15,30,13,7,16,0],[0,27,32,35,25,0]],1094.7356006834814,10.471071004867554
35492.05705047435,[[0,27,25,15,30,13,4,18,0],[0,32,35,7,0],[0,12,28,2,21,31,34,14,0],[0,23,22,11,10,26,19,17,0],[0,1,9,33,3,8,20,6,0],[0,5,36,29,24,16,0]],1194.7191236981282,10.32313060760498
35586.18780143959,[[0,22,11,32,15,30,0],[0,27,35,25,16,0],[0,3,33,9,19,31,34,0],[0,1,5,8,20,6,36,29,0],[0,12,10,26,13,7,24,0],[0,23,28,2,21,17,4,18,14,0]],1144.0494155730032,10.4877188205719
35516.24728415517,[[0,23,28,2,21,9,31,0],[0,32,15,30,13,18,0],[0,1,33,5,3,8,20,6,14,0],[0,12,22,11,26,19,34,17,4,0],[0,10,7,24,29,36,0],[0,27,35,25,16,0]],1129.1676036478982,9.697005987167358
34931.08530075172,[[0,1,33,5,3,8,20,6,14,0],[0,28,2,21,9,17,4,18,0],[0,12,23,10,26,19,31,34,0],[0,36,29,24,16,7,0],[0,27,32,35,25,0],[0,22,11,15,30,13,0]],1098.5480846376201,10.077971458435059
