CMT1 FA KMEDOIDS

energy,arcs,distance,time(ms)
49008.382900237346,[[0,36,35,20,29,21,34,30,50,16,11,0],[0,32,1,22,2,3,28,31,8,48,27,0],[0,26,43,7,23,24,14,25,18,0],[0,37,44,15,45,33,39,10,49,9,38,5,46,0],[0,6,17,42,40,19,41,13,4,47,12,0]],589.8169132117664,16.418867826461792
47520.35092537616,[[0,37,44,15,45,33,39,10,49,5,12,46,0],[0,21,29,2,16,50,34,30,9,38,11,0],[0,4,17,42,40,19,41,13,18,47,0],[0,6,14,25,24,43,7,23,48,27,0],[0,22,36,35,20,3,28,31,26,8,1,32,0]],551.4966996442129,15.582561492919922
47907.394336367564,[[0,17,37,44,15,45,33,39,10,49,5,12,0],[0,43,7,23,24,25,14,6,48,27,0],[0,4,42,40,19,41,13,18,47,46,0],[0,29,21,38,9,30,34,50,16,2,11,0],[0,26,8,31,28,3,36,35,20,22,1,32,0]],578.7041283059298,15.404550552368164
48231.502283450645,[[0,22,36,35,20,3,28,31,8,48,27,0],[0,4,17,42,40,19,41,13,18,47,0],[0,1,29,21,16,50,34,30,9,38,11,32,0],[0,49,10,39,33,45,15,44,37,5,12,46,0],[0,2,26,7,23,43,24,25,14,6,0]],584.5900437303899,14.964152336120605
47796.202724381896,[[0,10,30,34,50,9,49,38,5,12,46,0],[0,0,39,33,45,15,44,37,17,4,18,47,0],[0,21,29,3,36,35,20,2,16,11,0],[0,42,40,19,41,13,25,14,6,27,0],[0,22,28,31,26,7,43,24,23,48,8,1,32,0]],595.4907450601834,16.274879693984985
48983.9348821019,[[0,0,37,15,44,17,4,18,47,12,46,0],[0,42,40,19,41,13,25,14,6,27,0],[0,45,33,39,10,30,34,50,9,49,5,0],[0,1,22,3,28,31,8,26,7,43,24,23,48,0],[0,21,29,36,35,20,2,16,38,11,32,0]],579.7617836063189,15.502739906311035
49460.34584722684,[[0,17,10,30,39,33,45,15,44,37,12,46,0],[0,21,29,2,16,50,34,9,49,38,5,0],[0,4,42,40,19,41,13,18,47,0],[0,8,48,23,7,43,24,25,14,6,0],[0,26,31,28,3,36,35,20,22,1,11,32,27,0]],592.0261515184376,15.573201656341553
48764.91352533096,[[0,22,43,7,23,24,25,14,6,48,27,0],[0,38,10,39,33,45,15,44,37,5,12,46,0],[0,21,36,35,20,3,28,31,26,8,1,32,0],[0,29,9,49,30,34,50,16,2,11,0],[0,4,17,42,40,19,41,13,18,47,0]],619.3753019388844,15.42507553100586
50907.21180596802,[[0,1,22,2,29,20,3,28,31,8,48,0],[0,4,17,42,40,19,41,13,18,47,0],[0,36,35,21,34,30,9,50,16,38,11,32,0],[0,27,49,10,39,33,45,15,44,37,12,46,0],[0,5,26,43,7,23,24,25,14,6,0]],619.3312506852556,15.714808464050293
48926.74686541844,[[0,10,21,29,16,50,34,30,9,49,38,11,46,0],[0,1,22,8,31,28,3,36,35,20,2,0],[0,39,33,45,15,44,37,17,4,18,47,0],[0,42,40,19,41,13,25,14,6,0],[0,26,24,43,7,23,48,27,32,5,12,0]],619.4646060064321,15.070091485977173
