A-n54-k7 RA KMEANS

energy,arcs,distance,time(ms)
54976.37373938911,[[0,17,23,20,7,39,50,28,4,0],[0,14,24,42,51,46,41,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,35,15,10,1,36,49,29,0],[0,31,40,48,8,19,37,12,0],[0,27,34,32,6,16,30,52,43,0],[0,5,22,3,53,44,13,0]],inf,0.3620007038116455
56254.37849640846,[[0,17,39,50,7,20,23,28,4,0],[0,14,42,51,24,46,41,47,25,0],[0,2,11,38,9,33,21,26,45,0],[0,18,35,15,29,49,36,1,10,0],[0,48,31,40,8,19,37,12,0],[0,27,34,52,30,6,32,16,43,0],[0,5,13,22,3,53,44,0]],inf,0.359999418258667
55559.33484162796,[[0,17,23,20,39,50,7,28,4,0],[0,41,46,14,24,42,51,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,36,1,10,15,35,29,49,0],[0,48,31,19,8,40,37,12,0],[0,27,6,32,16,34,30,52,43,0],[0,5,3,22,53,44,13,0]],inf,0.3509998321533203
56052.19149379068,[[0,17,20,23,39,50,7,28,4,0],[0,41,46,14,24,42,51,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,29,15,35,10,1,36,49,0],[0,31,40,48,8,19,37,12,0],[0,34,6,32,27,16,43,52,30,0],[0,5,13,22,3,53,44,0]],inf,0.355008602142334
57515.0633449117,[[0,17,20,23,7,39,50,28,4,0],[0,14,46,24,42,51,41,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,49,35,15,10,1,36,29,0],[0,31,19,8,40,48,37,12,0],[0,30,52,34,32,6,27,16,43,0],[0,5,3,22,53,44,13,0]],inf,0.3549997806549072
56114.753095510074,[[0,17,20,23,50,39,7,28,4,0],[0,14,24,51,42,46,41,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,10,1,36,49,29,15,35,0],[0,48,31,19,8,40,37,12,0],[0,27,6,32,34,16,52,43,30,0],[0,5,13,22,3,53,44,0]],inf,0.3509998321533203
55136.76320518994,[[0,17,23,20,7,39,50,28,4,0],[0,14,24,42,51,46,41,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,49,36,1,10,15,35,29,0],[0,48,40,31,8,19,37,12,0],[0,27,32,6,16,34,30,52,43,0],[0,5,13,22,3,53,44,0]],inf,0.3580002784729004
55410.04986474878,[[0,17,39,50,7,20,23,28,4,0],[0,51,42,24,14,46,41,47,25,0],[0,2,45,26,21,33,9,38,11,0],[0,18,35,15,29,49,36,1,10,0],[0,48,40,31,19,8,37,12,0],[0,34,27,32,6,16,43,52,30,0],[0,5,44,3,22,53,13,0]],inf,0.3580009937286377
56782.59795429486,[[0,17,23,20,7,39,50,28,4,0],[0,14,24,42,51,46,41,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,35,15,10,1,36,49,29,0],[0,48,40,31,19,8,37,12,0],[0,27,32,6,16,52,30,34,43,0],[0,5,3,22,53,44,13,0]],inf,0.3490159511566162
56284.70040748463,[[0,17,23,20,50,39,7,28,4,0],[0,14,24,42,51,46,41,47,25,0],[0,2,11,38,9,33,21,45,26,0],[0,18,15,29,49,36,1,10,35,0],[0,31,48,40,8,19,37,12,0],[0,27,32,6,16,52,30,34,43,0],[0,5,13,3,22,53,44,0]],inf,0.35860586166381836
