A-n54-k7 RA KMEDOIDS

energy,arcs,distance,time(ms)
58650.45469362392,[[0,6,35,53,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,44,38,36,50,29,15,10,0],[0,13,11,33,3,22,37,48,27,32,0],[0,23,20,18,5,39,49,7,28,4,43,0],[0,24,19,8,31,12,2,14,0]],inf,0.4109983444213867
58579.85290040246,[[0,6,35,53,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,44,38,36,50,29,15,10,0],[0,13,11,33,3,22,48,37,27,32,0],[0,18,5,28,7,39,49,20,23,4,43,0],[0,31,19,8,12,2,14,24,0]],inf,0.41300153732299805
57278.20268190217,[[0,53,35,6,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,44,38,36,50,29,15,10,0],[0,33,13,11,3,22,48,37,27,32,0],[0,23,20,49,39,7,18,5,28,4,43,0],[0,31,19,8,12,2,14,24,0]],inf,0.4069986343383789
56334.77863577912,[[0,6,35,53,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,36,38,44,10,15,29,50,0],[0,13,11,33,3,22,48,37,27,32,0],[0,18,5,7,39,49,20,23,28,4,43,0],[0,24,31,19,8,12,2,14,0]],inf,0.42800021171569824
61094.281798418946,[[0,6,53,52,16,35,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,44,38,36,50,29,15,10,0],[0,13,11,33,3,22,48,37,27,32,0],[0,18,5,7,39,49,20,23,28,4,43,0],[0,31,19,8,12,2,14,24,0]],inf,0.41700005531311035
56551.06155986435,[[0,6,53,35,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,44,38,36,50,29,15,10,0],[0,13,11,33,3,22,48,37,27,32,0],[0,18,5,7,39,49,20,23,28,4,43,0],[0,24,31,8,19,12,2,14,0]],inf,0.41683244705200195
56534.46860580881,[[0,53,35,6,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,38,44,36,50,29,10,15,0],[0,13,11,33,3,22,48,37,27,32,0],[0,23,20,49,39,7,5,18,28,4,43,0],[0,24,8,19,31,12,2,14,0]],inf,0.41100025177001953
56959.9264405899,[[0,6,53,35,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,36,38,44,10,15,29,50,0],[0,13,11,33,3,22,48,37,27,32,0],[0,18,5,7,39,49,20,23,28,4,43,0],[0,24,19,8,31,12,2,14,0]],inf,0.4120008945465088
56683.349138892816,[[0,53,6,35,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,44,38,36,50,29,15,10,0],[0,13,11,33,3,22,48,37,27,32,0],[0,18,5,7,39,49,20,23,28,4,43,0],[0,31,19,8,24,2,12,14,0]],inf,0.40399956703186035
58483.88212312442,[[0,6,53,35,16,52,0],[0,40,42,51,46,41,47,25,34,30,0],[0,21,9,45,26,17,1,0],[0,38,44,36,50,29,15,10,0],[0,13,11,33,3,22,48,37,27,32,0],[0,18,5,7,39,49,20,23,28,4,43,0],[0,31,19,8,12,2,14,24,0]],inf,0.4030008316040039
