A-n65-k9 RA KMEDOIDS

energy,arcs,distance,time(ms)
64451.28348655709,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,9,22,15,27,0],[0,18,33,1,12,59,25,21,29,0],[0,47,49,55,62,39,51,17,0],[0,37,32,20,58,40,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,57,48,7,11,54,63,23,28,0],[0,16,3,4,35,30,60,45,5,0]],inf,0.5039999485015869
64150.334410624004,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,22,9,27,15,0],[0,59,25,21,18,12,1,33,29,0],[0,47,49,55,62,39,51,17,0],[0,37,32,20,58,40,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,10,8,44,0],[0,57,48,54,11,7,63,23,28,0],[0,16,35,3,4,30,60,45,5,0]],inf,0.49510955810546875
64034.41012373867,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,22,9,27,15,0],[0,59,25,21,18,12,1,33,29,0],[0,39,62,55,49,47,17,51,0],[0,37,32,40,20,58,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,48,57,23,28,11,54,63,7,0],[0,16,35,3,4,30,60,45,5,0]],inf,0.4910008907318115
64058.334694563324,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,22,9,27,15,0],[0,59,25,21,18,12,1,33,29,0],[0,47,49,55,62,39,51,17,0],[0,37,32,20,58,40,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,48,57,28,23,11,54,63,7,0],[0,16,4,3,35,30,60,45,5,0]],inf,0.49199962615966797
63583.584960190004,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,9,22,15,27,0],[0,59,25,21,18,12,1,33,29,0],[0,49,55,62,39,47,17,51,0],[0,37,40,58,20,32,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,48,57,23,28,11,54,63,7,0],[0,16,35,3,4,30,60,45,5,0]],inf,0.49899959564208984
64668.05419023831,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,22,9,27,15,0],[0,59,25,21,18,12,1,33,29,0],[0,39,62,55,49,47,17,51,0],[0,37,32,20,58,40,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,57,48,54,11,7,63,23,28,0],[0,4,35,3,16,60,30,45,5,0]],inf,0.5000004768371582
64130.40810205341,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,9,22,15,27,0],[0,59,25,21,33,1,12,18,29,0],[0,47,49,55,62,39,51,17,0],[0,37,32,20,58,40,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,10,8,44,0],[0,57,48,11,54,7,63,23,28,0],[0,16,35,3,4,30,60,45,5,0]],inf,0.48800086975097656
64484.98469680291,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,22,9,15,27,0],[0,59,25,21,18,12,1,33,29,0],[0,47,49,55,62,39,51,17,0],[0,37,32,20,58,40,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,57,48,54,11,7,63,23,28,0],[0,16,45,4,35,3,30,60,5,0]],inf,0.5030021667480469
63755.60438813165,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,22,9,27,15,0],[0,59,25,21,18,12,1,33,29,0],[0,47,49,55,62,39,51,17,0],[0,37,32,40,58,20,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,48,57,23,28,11,54,63,7,0],[0,16,35,3,4,30,60,45,5,0]],inf,0.4949972629547119
64304.228374591214,[[0,64,56,61,42,38,2,41,50,0],[0,36,14,9,22,15,27,0],[0,59,25,21,18,12,1,33,29,0],[0,49,55,62,39,51,17,47,0],[0,37,32,20,58,40,53,0],[0,46,6,26,31,34,43,0],[0,19,13,24,52,8,10,44,0],[0,57,48,54,11,7,63,23,28,0],[0,16,35,3,4,30,60,45,5,0]],inf,0.49200892448425293
