CMT2 RA KMEDOIDS

energy,arcs,distance,time(ms)
82650.56835260658,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,14,19,35,7,8,46,34,0],[0,62,16,23,49,24,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,71,60,20,37,36,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.6039998531341553
82401.41506372791,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,7,35,14,19,8,46,34,0],[0,62,16,23,49,24,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,71,60,20,37,36,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.5909998416900635
82544.64234544223,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,19,14,35,7,8,46,34,0],[0,62,23,49,24,16,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,36,71,60,20,37,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.5809996128082275
82423.38951629327,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,19,14,7,35,8,46,34,0],[0,62,23,49,24,16,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,71,60,20,37,36,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.5890002250671387
82769.62598431025,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,19,14,35,7,8,46,34,0],[0,62,23,49,24,16,3,44,40,0],[0,66,25,55,50,18,56,75,0],[0,64,69,36,71,60,20,37,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.5840001106262207
82400.92250750594,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,7,14,19,35,8,46,34,0],[0,62,23,16,49,24,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,71,60,20,37,36,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.5899999141693115
82589.80411850078,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,19,14,35,7,8,46,34,0],[0,62,16,23,49,24,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,71,60,20,37,36,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.5960018634796143
81621.71044344989,[[0,39,58,38,65,11,53,0],[0,63,29,5,21,28,74,2,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,7,14,19,35,8,46,34,0],[0,62,23,24,49,16,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,71,60,20,37,36,47,48,0],[0,70,31,10,72,9,32,12,0]],inf,0.592998743057251
82451.21357902371,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,59,54,13,57,15,27,52,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,19,14,35,7,8,46,34,0],[0,62,23,24,49,16,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,36,71,60,20,37,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.5899994373321533
84087.55568829965,[[0,39,58,38,65,11,53,0],[0,63,2,74,28,21,5,29,0],[0,15,57,13,54,59,52,27,67,0],[0,61,22,42,41,43,1,73,33,51,0],[0,26,17,6,68,30,45,4,0],[0,7,35,14,19,8,46,34,0],[0,62,23,49,24,16,3,44,40,0],[0,66,55,25,50,18,56,75,0],[0,64,69,71,60,20,37,36,47,48,0],[0,70,72,10,31,9,32,12,0]],inf,0.6862459182739258
